대수,국회의원코드,국회의원명,국회의원한자명,정당명,선거구명,발의수(전체),발의수(대표발의),발의수(공동발의),원안가결(전체),수정가결(전체),철회(전체),부결(전체),수정안반영폐기(전체),대안반영폐기(전체),폐기(전체),임기만료폐기(전체),회기불계속폐기(전체),기타(전체),원안가결(대표발의),수정가결(대표발의),철회(대표발의),부결(대표발의),수정안반영폐기(대표발의),대안반영폐기(대표발의),폐기(대표발의),임기만료폐기(대표발의),회기불계속폐기(대표발의),기타,원안가결(공동발의),수정가결(공동발의),철회(공동발의),부결(공동발의),수정안반영폐기(공동발의),대안반영폐기(공동발의),폐기(공동발의),임기만료폐기(공동발의),회기불계속폐기(공동발의),기타(공동발의)
제18대,NBF6548X,조승수,趙承洙,진보신당,울산 북구,354,34,320,0,7,6,0,0,86,14,241,0,0,0,0,1,0,0,6,1,26,0,0,0,7,5,0,0,80,13,215,0,0
제18대,EWR39555,주성영,朱盛英,한나라당,대구 동구갑,227,22,205,3,16,0,2,0,82,18,106,0,0,0,0,0,0,0,4,5,13,0,0,3,16,0,2,0,78,13,93,0,0
제18대,RE32613N,조순형,趙舜衡,자유선진당,비례대표,18,0,18,1,2,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,11,0,0
제18대,IYD4143Y,문희상,文喜相,통합민주당,경기 의정부시갑,99,6,93,0,2,1,0,0,34,9,53,0,0,0,0,0,0,0,1,2,3,0,0,0,2,1,0,0,33,7,50,0,0
제18대,8BF5855P,박지원,朴智元,무소속,전남 목포시,246,17,229,4,7,4,0,0,63,7,161,0,0,2,0,1,0,0,2,0,12,0,0,2,7,3,0,0,61,7,149,0,0
제18대,QT984813,신학용,辛鶴用,통합민주당,인천 계양구갑,585,36,549,4,17,4,0,0,189,42,329,0,0,1,0,0,0,0,13,3,19,0,0,3,17,4,0,0,176,39,310,0,0
제18대,0667420L,이윤석,李潤錫,무소속,"전남 무안군,신안군",649,23,626,6,27,11,0,0,212,51,342,0,0,0,1,0,0,0,9,1,12,0,0,6,26,11,0,0,203,50,330,0,0
제18대,P2G3854D,강용석,康容碩,한나라당,서울 마포구을,263,4,259,3,13,4,0,0,63,25,155,0,0,1,0,0,0,0,0,0,3,0,0,2,13,4,0,0,63,25,152,0,0
제18대,2WQ6656P,김세연,金世淵,무소속,부산 금정구,763,37,726,11,35,9,0,0,235,48,425,0,0,2,0,0,0,0,8,2,25,0,0,9,35,9,0,0,227,46,400,0,0
제18대,BGF3673X,김희철,金熙喆,통합민주당,서울 관악구을,390,36,354,1,13,4,0,0,143,38,191,0,0,0,0,1,0,0,8,9,18,0,0,1,13,3,0,0,135,29,173,0,0
제18대,AFQ26679,주광덕,朱光德,한나라당,경기 구리시,765,32,733,128,25,5,2,0,210,162,233,0,0,0,0,0,0,0,7,5,20,0,0,128,25,5,2,0,203,157,213,0,0
제18대,9DF85543,허범도,許範道,한나라당,경남 양산시,139,6,133,9,11,6,0,0,56,14,43,0,0,0,1,0,0,0,3,1,1,0,0,9,10,6,0,0,53,13,42,0,0
제18대,QNI3781H,김유정,金裕貞,통합민주당,비례대표,303,23,280,3,9,5,0,0,95,18,173,0,0,0,0,1,0,0,8,0,14,0,0,3,9,4,0,0,87,18,159,0,0
제18대,CT85313K,서병수,徐秉洙,한나라당,부산 해운대구기장군갑,204,47,157,6,15,2,1,0,72,16,92,0,0,2,1,0,0,0,19,5,20,0,0,4,14,2,1,0,53,11,72,0,0
